2 1 9.297978268556e-06 -1.208373232190e-05 5.956563571861e-04 1.423635212642e-03 3.006232227394e-01 2.019040733575e-01
2 2 1.331207385104e-02 -9.258274710435e-04 -1.124495867161e-01 -3.152581866284e-02 1.298576196397e-01 4.038081467150e-01
3 1 4.009877942965e-08 -2.383166755525e-08 5.943764995275e-05 8.208466806797e-05 -3.155819968301e-01 2.019040733575e-01
3 2 1.006956542005e-05 -2.896940081200e-06 -2.678796302076e-03 1.772215883791e-03 -3.654749829028e-01 4.038081467150e-01
3 3 4.704517528516e-03 -1.290780619743e-04 -9.315066604541e-03 -1.037216537763e-01 -1.922495635798e-01 6.057122200724e-01
4 1 9.476194341777e-12 -2.081950021274e-11 1.115077991035e-06 1.088022186507e-06 -1.251291864231e-01 2.019040733575e-01
4 2 1.359713267009e-07 -2.044046233837e-08 -2.303998013416e-04 2.936398279126e-04 2.550594157488e-01 4.038081467150e-01
4 3 6.669434740114e-06 -5.508780303737e-07 -2.625529308839e-03 -2.912235552703e-03 3.982263894314e-01 6.057122200724e-01
4 4 1.905740983702e-03 -2.143641313932e-05 8.471372800691e-02 -2.517211949155e-02 2.401676073015e-01 8.076162934299e-01
5 1 1.935286311112e-14 -3.334691393027e-14 5.519337896534e-08 4.371097236788e-08 3.173738684867e-01 2.019040733575e-01
5 2 1.002581783696e-10 -4.427989413666e-11 -4.078139009083e-06 9.278338065831e-06 2.008301434068e-01 4.038081467150e-01
5 3 1.623190797679e-07 -7.159183119613e-09 -5.458015576911e-04 -2.761919400710e-04 -2.026075756432e-01 6.057122200724e-01
5 4 3.764015133551e-06 -1.001236306016e-07 2.552038805485e-03 -2.985410086788e-03 -4.168720035538e-01 8.076162934299e-01
5 5 8.285408056056e-04 -3.860516323514e-06 3.089062680676e-02 6.596393056835e-02 -2.794176253353e-01 1.009520366787e+00
6 1 3.145593578060e-18 -1.561679520889e-17 7.487993580902e-10 4.949729077979e-10 8.197343612012e-02 2.019040733575e-01
6 2 6.062576756711e-13 -2.198822916155e-13 -1.847397222024e-07 7.661645072540e-07 -2.918742980696e-01 4.038081467150e-01
6 3 2.104376720321e-10 -2.280041694722e-11 -2.171912521415e-05 -3.658539402229e-06 -2.525892886037e-01 6.057122200724e-01
6 4 1.349914394474e-07 -1.909487206909e-09 2.266675865895e-04 -7.084064710455e-04 1.567959003646e-01 8.076162934299e-01
6 5 1.976935462715e-06 -1.803510577562e-08 2.958634797776e-03 1.976251860093e-03 4.279379064249e-01 1.009520366787e+00
6 6 3.742460074583e-04 -7.228879291837e-07 -4.961954825273e-02 3.144486029653e-02 3.126914742660e-01 1.211424440145e+00
7 1 3.362083295200e-21 -1.683975243265e-20 2.551119523899e-11 1.450270009998e-11 -3.178277028955e-01 2.019040733575e-01
7 2 3.090033434080e-16 -2.873347779661e-16 -1.543129883331e-09 1.772585230564e-08 -1.414763966719e-01 4.038081467150e-01
