2 1 1.130448924328e-05 -2.419100997575e-05 6.961107273799e-04 1.851290417391e-03 2.981513684790e-01 2.342103208138e-01
2 2 1.912143545561e-02 -1.664028456006e-03 -1.346807604632e-01 -9.126059152677e-02 1.255453613446e-01 4.684206416276e-01
3 1 3.746759576065e-08 -6.054281576515e-08 6.803514484864e-05 9.130521042071e-05 -3.186897378808e-01 2.342103208138e-01
3 2 1.405503081131e-05 -6.837866622864e-06 -3.948165920769e-03 1.966367386556e-03 -3.635871470078e-01 4.684206416276e-01
3 3 7.651782481367e-03 -2.822600423308e-04 4.436431811010e-02 -1.478596013312e-01 -1.862260891075e-01 7.026309624414e-01
4 1 7.970805325579e-12 -8.351703466191e-11 1.241591068887e-06 1.103040311467e-06 -1.211024983698e-01 2.342103208138e-01
4 2 1.469047174435e-07 -5.531972883550e-08 -2.949465659407e-04 3.410986408372e-04 2.618039724091e-01 4.684206416276e-01
4 3 1.050728866632e-05 -1.550617782207e-06 -2.819703497037e-03 -4.977257661820e-03 3.976499423624e-01 7.026309624414e-01
4 4 3.383006309434e-03 -5.531276434971e-05 1.347552536965e-01 2.391036333771e-02 2.332222975789e-01 9.368412832552e-01
5 1 1.300451141158e-14 -2.063669814600e-13 5.522828040244e-08 3.807840883524e-08 3.185222532181e-01 2.342103208138e-01
5 2 9.800260927364e-11 -1.658822911344e-10 -4.623230652034e-06 1.069010982998e-05 1.950886506218e-01 4.684206416276e-01
5 3 2.006406504534e-07 -2.225293723384e-08 -6.531048409439e-04 -4.453401123293e-04 -2.121071931631e-01 7.026309624414e-01
5 4 6.626019652735e-06 -3.361995904958e-07 5.179828122661e-03 -3.139370893648e-03 -4.176852198427e-01 9.368412832552e-01
5 5 1.596644334538e-03 -1.174244140026e-05 -1.411201559579e-02 1.166771852570e-01 -2.719851931535e-01 1.171051604069e+00
6 1 1.930572333823e-18 -1.904197814475e-16 7.164014718367e-10 3.934859156688e-10 7.896746163919e-02 2.342103208138e-01
6 2 4.697106959120e-13 -1.036979199119e-12 -1.556711889611e-07 7.911561381428e-07 -2.950683207911e-01 4.684206416276e-01
6 3 2.382892622634e-10 -9.489184561472e-11 -2.653067752505e-05 -6.184614415909e-06 -2.463933043518e-01 7.026309624414e-01
6 4 1.888781203964e-07 -6.927642052014e-09 5.186980228813e-04 -8.813134802791e-04 1.682804635292e-01 9.368412832552e-01
6 5 3.863856802942e-06 -7.219825954077e-08 3.072909095563e-03 4.897326245220e-03 4.300347070609e-01 1.171051604069e+00
6 6 7.821599203825e-04 -2.596890242188e-06 -9.828794719406e-02 -9.126422191771e-03 3.050228899187e-01 1.405261924883e+00
7 1 1.659509688072e-21 -3.997257097181e-19 2.185122754652e-11 9.838017626713e-12 -3.184281864332e-01 2.342103208138e-01
7 2 2.182224214195e-16 -2.053467357198e-15 -2.602481521147e-10 1.737786452956e-08 -1.366003481375e-01 4.684206416276e-01
7 3 2.031897101157e-12 -9.958615012570e-13 -2.512039347254e-06 1.333549078339e-07 2.696366648789e-01 7.026309624414e-01
7 4 3.216849813591e-10 -3.563236314868e-11 4.948388966723e-06 -4.191164518509e-05 2.842082082072e-01 9.368412832552e-01
7 5 1.480689382029e-07 -1.928701812907e-09 9.975537912536e-04 5.346440028405e-04 -1.293210182328e-01 1.171051604069e+00
7 6 2.160353373110e-06 -1.551036675460e-08 -4.376214831467e-03 2.785946452041e-03 -4.377323204132e-01 1.405261924883e+00
7 7 3.920353681573e-04 -5.871906619931e-07 6.493850804596e-03 -8.127259943151e-02 -3.338048815017e-01 1.639472245697e+00
8 1 1.652563843074e-25 -2.764771988066e-22 2.242995232291e-13 8.291948478727e-14 -5.908536861971e-02 2.342103208138e-01
8 2 5.848869237011e-19 -9.828468460787e-18 1.177340036664e-10 8.920337732033e-10 3.054217755652e-01 4.684206416276e-01
8 3 1.706911829261e-15 -2.982951992788e-15 -6.978445082549e-08 2.112164585986e-08 1.811789838104e-01 7.026309624414e-01
8 4 4.047037654133e-12 -5.249286062428e-13 -1.016436729011e-06 -4.623211134106e-06 -2.441182077544e-01 9.368412832552e-01
8 5 3.232968350184e-10 -1.104021833892e-11 5.283254826783e-05 2.364741690695e-06 -3.131162691092e-01 1.171051604069e+00
8 6 1.044387785346e-07 -5.066412229654e-10 -5.148295422532e-04 1.017842798081e-03 9.442336070064e-02 1.405261924883e+00
8 7 1.178305679809e-06 -3.343671940140e-09 -2.401894858611e-03 -3.769670269322e-03 4.424376067811e-01 1.639472245697e+00
8 8 1.994644993733e-04 -1.344612666523e-07 6.627261934914e-02 5.043670366110e-03 3.592916228883e-01 1.873682566510e+00
9 1 8.636514960876e-29 -5.102047056045e-25 5.230087368289e-15 1.591318615552e-15 3.183844789166e-01 2.342103208138e-01
9 2 1.893662876696e-22 -1.379992032948e-20 4.152825762278e-12 1.564832320829e-11 1.057947862589e-01 4.684206416276e-01
9 3 8.400811876468e-18 -2.376638348556e-17 -4.498069366943e-09 2.435322970851e-09 -2.898571029963e-01 7.026309624414e-01
9 4 4.975801412739e-15 -2.018411392181e-15 -8.053555707191e-08 -1.451328122734e-07 -2.168848410993e-01 9.368412832552e-01
9 5 5.448316812312e-12 -2.078062403112e-13 6.496166082165e-06 -2.221195115087e-06 2.192812439177e-01 1.171051604069e+00
9 6 2.732365048732e-10 -3.085620379829e-12 2.216653183887e-07 5.834221298148e-05 3.357648982154e-01 1.405261924883e+00
9 7 6.887880662085e-08 -1.286529987907e-10 -9.706398907228e-04 -4.751596600085e-04 -6.294042489395e-02 1.639472245697e+00
9 8 6.327528728586e-07 -7.239168495346e-10 3.165115871135e-03 -1.998871554242e-03 -4.451368034756e-01 1.873682566510e+00
9 9 1.025356687547e-04 -3.102162384966e-08 -4.185912007229e-03 5.344628196032e-02 -3.821519262990e-01 2.107892887324e+00
10 1 6.049233902607e-33 -2.922357691735e-28 4.441161542511e-17 1.099578098483e-17 4.733758709206e-02 2.342103208138e-01
10 2 3.227870852434e-25 -5.251474452501e-23 2.420500466437e-13 6.230613275211e-13 -3.100709606770e-01 4.684206416276e-01
10 3 5.070036426276e-21 -5.186518162736e-20 -9.808109138149e-11 7.855051391314e-11 -1.440151186760e-01 7.026309624414e-01
10 4 3.677361682354e-17 -2.271214346374e-17 -9.788262441101e-09 -1.038240457815e-08 2.731723526297e-01 9.368412832552e-01
10 5 8.784799861863e-15 -9.396093593240e-16 2.178396947299e-07 -1.689495946433e-07 2.461584400707e-01 1.171051604069e+00
